Comp,EquipoA,EquipoB,GolesA,GolesB,Info,JugadoresA,JugadoresB
WC Qualification Europe,Turkey,Iceland,0,3,/matches/2017/10/06/europe/wc-qualifying-europe/turkey/iceland/2116428/,"[V. Babacan, C. Erkin, K. Ayhan, C. Söyüncü, N. Şahin, E. Belözoğlu, A. Turan, M. Topal, O. Özyakup, B. Yılmaz, C. Tosun]","[H. Halldórsson, R. Sigurðsson, B. Sævarsson, H. Magnússon, B. Bjarnason, K. Árnason, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, A. Finnbogason, J. Böðvarsson]"
Friendlies,Iceland,Czech Republic,1,2,/matches/2017/11/08/world/friendlies/iceland/czech-republic/2641590/,"[R. Rúnarsson, A. Skúlason, H. Magnússon, S. Ingason, H. Hermannsson, O. Skulason, B. Bjarnason, K. Árnason, J. Guðmunds­son, Kjartan Finnbogason, V. Kjartansson]","[T. Vaclík, M. Suchý, O. Celustka, F. Novak, J. Brabec, J. Hušbauer, J. Kopic, A. Barák, T. Souček, J. Jankto, M. Krmenčík]"
Non-FIFA Friendlies,Indonesia,Iceland,0,6,/matches/2018/01/11/world/non-fifa-friendlies/indonesia/iceland/2711562/,[],[]
Friendlies,Mexico,Iceland,3,0,/matches/2018/03/24/world/friendlies/mexico/iceland/2719444/,"[José Corona, H. Moreno, M. Layún, D. Reyes, N. Araújo, C. Salcedo, A. Guardado, M. Fabián, J. Gallardo, Jesús Corona, R. Jiménez]","[R. Rúnarsson, B. Sævarsson, A. Skúlason, S. Ingason, B. Bjarnason, K. Árnason, E. Hallfreðsson, A. Gunnarsson, J. Guðmunds­son, B. Sigurðarson, Albert Gudmundsson]"
WC Qualification Europe,Iceland,Ukraine,2,0,/matches/2017/09/05/europe/wc-qualifying-europe/iceland/ukraine/2116425/,"[H. Halldórsson, R. Sigurðsson, B. Sævarsson, H. Magnússon, S. Ingason, B. Bjarnason, E. Hallfreðsson, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, J. Böðvarsson]","[A. Pyatov, Y. Rakitskiy, Y. Khacheridi, B. Butko, M. Matviyenko, T. Stepanenko, Y. Konoplyanka, R. Malinovskiy, V. Kovalenko, A. Yarmolenko, A. Besedin]"
WC Qualification Europe,Iceland,Kosovo,2,0,/matches/2017/10/09/europe/wc-qualifying-europe/iceland/kosovo/2253312/,"[H. Halldórsson, R. Sigurðsson, B. Sævarsson, H. Magnússon, B. Bjarnason, K. Árnason, E. Hallfreðsson, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, J. Böðvarsson]","[S. Ujkani, A. Pnishi, L. Paqarada, A. Rrahmani, B. Jashanica, M. Vojvoda, Valon Berisha, B. Halimi, M. Rashica, A. Nuhiu, B. Celina]"
Friendlies,Qatar,Iceland,1,1,/matches/2017/11/14/world/friendlies/qatar/iceland/2641593/,"[Saad Al Sheeb, Almahdi Ali, Hamad Al Obaidi, Karim Boudiaf, Abdulkarim Salem, Assim Madibo, Bassam Hisham, Hassan Khalid, Ismaeel Mohammad, Almoez Ali, Akram Afif]","[Ö. Kristinsson, R. Sigurðsson, J. Fjóluson, A. Skúlason, D. Johannesson, R. Sigurjónsson, G. Sigurðsson, A. Smárason, A. Traustason, R. Gíslason, V. Kjartansson]"
Non-FIFA Friendlies,Indonesia,Iceland,1,4,/matches/2018/01/14/world/non-fifa-friendlies/indonesia/iceland/2699993/,"[A. Ardhiyasa, F. Aryanto, P. Gede, H. Pranata, R. Hehanusa, B. Pradana, M. Hargianto, Septian David Maulana, O. Haay, F. Haryadi, I. Armaiyn]","[R. Rúnarsson, J. Fjóluson, H. Eyjólfsson, Ó. Skúlason, A. Smárason, A. Sigurdarson, A. Traustason, S. Friðjónsson, F. Fridriksson, A. Bjarnason, Kristján Finnbogason]"
Friendlies,Iceland,Ghana,2,2,/matches/2018/06/07/world/friendlies/iceland/ghana/2759994/,"[H. Halldórsson, R. Sigurðsson, A. Skúlason, H. Eyjólfsson, B. Bjarnason, K. Árnason, E. Hallfreðsson, J. Guðmunds­son, G. Sigurðsson, B. Sigurðarson, A. Finnbogason]","[L. Ati-Zigi, J. Attamah, K. Nuhu, L. Agbenyenu, N. Opoku, E. Gyasi, A. Yiadom, T. Partey, N. Ampomah, R. Dwamena, E. Boateng]"
China Cup,Iceland,Chile,0,1,/matches/2017/01/15/world/china-cup/iceland/chile/2385357/,"[Ö. Kristinsson, J. Fjóluson, B. Sævarsson, K. Jónsson, K. Árnason, E. Bjarnason, B. Sverrisson, S. Lárusson, V. Pálsson, B. Sigurðarson, Kjartan Finnbogason]","[C. Toselli, Ó. Opazo, G. Maripán, P. Díaz, J. Fuenzalida, J. Beausejour, C. Carmona, E. Pavez, Á. Sagal, E. Vargas, L. Valencia]"
WC Qualification Europe,Kosovo,Iceland,1,2,/matches/2017/03/24/europe/wc-qualifying-europe/kosovo/iceland/2253307/,"[S. Ujkani, A. Pnishi, A. Rrahmani, F. Përdedaj, H. Shala, Valon Berisha, H. Kryeziu, B. Kololli, M. Rashica, B. Berisha, A. Nuhiu]","[H. Halldórsson, R. Sigurðsson, B. Sævarsson, A. Skúlason, K. Árnason, E. Hallfreðsson, A. Gunnarsson, G. Sigurðsson, A. Traustason, B. Sigurðarson, V. Kjartansson]"
WC Qualification Europe,Iceland,Croatia,1,0,/matches/2017/06/11/europe/wc-qualifying-europe/iceland/croatia/2116422/,"[H. Halldórsson, R. Sigurðsson, B. Sævarsson, H. Magnússon, B. Bjarnason, K. Árnason, E. Hallfreðsson, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, A. Finnbogason]","[L. Kalinić, D. Vida, D. Lovren, J. Pivarić, T. Jedvaj, L. Modrić, I. Perišić, M. Badelj, M. Kovačić, M. Mandžukić, N. Kalinić]"
Friendlies,United States,Iceland,3,2,/matches/2016/01/31/world/friendlies/united-states-of-america/iceland/2177279/,"[L. Robles, B. Evans, M. Orozco, M. Besler, J. Jones, M. Bradley, L. Nguyen, K. Acosta, E. Finlay, J. Altidore, G. Zardes]","[Ö. Kristinsson, H. Jónasson, J. Fjóluson, B. Sævarsson, A. Skúlason, K. Steindorsson, R. Sigurjónsson, G. Thórarinsson, A. Smárason, A. Sigurdarson, E. Guðjohnsen]"
Friendlies,Greece,Iceland,2,3,/matches/2016/03/29/world/friendlies/greece/iceland/2184744/,"[S. Kapino, J. Holebas, D. Siovas, V. Torosidis, V. Moras, K. Stafylidis, M. Oikonomou, A. Tziolis, K. Fortounis, N. Karelis, A. Papazoglou]","[Ö. Kristinsson, B. Sævarsson, A. Skúlason, S. Ingason, H. Hermannsson, E. Hallfreðsson, A. Gunnarsson, J. Guðmunds­son, A. Traustason, V. Kjartansson, J. Böðvarsson]"
Friendlies,Iceland,Liechtenstein,4,0,/matches/2016/06/06/world/friendlies/iceland/liechtenstein/2193803/,"[H. Halldórsson, R. Sigurðsson, B. Sævarsson, A. Skúlason, S. Ingason, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, A. Traustason, K. Sigþórsson, A. Finnbogason]","[P. Jehle, M. Rechsteiner, D. Kaufmann, S. Yildiz, M. Göppel, Martin Büchel, N. Hasler, D. Brändle, F. Wolfinger, R. Gubser, D. Salanović]"
Friendlies,Finland,Iceland,0,1,/matches/2016/01/13/world/friendlies/finland/iceland/2169647/,"[H. Moisander, K. Arkivuo, T. Heikkilä, J. Raitala, J. Pirinen, J. Saksela, D. O'Shaughnessy, M. Hetemaj, R. Schüller, T. Pukki, A. Pelvas]","[I. Jónsson, S. Ottesen, R. Sigurðsson, H. Valgarðsson, Haukur Hauksson, E. Bjarnason, R. Sigurjónsson, A. Traustason, E. Guðjohnsen, G. Gunnlaugsson, V. Kjartansson]"
Friendlies,Iceland,Norway,2,3,/matches/2018/06/02/world/friendlies/iceland/norway/2727914/,"[F. Schram, R. Sigurðsson, B. Sævarsson, H. Magnússon, B. Bjarnason, K. Árnason, E. Hallfreðsson, J. Guðmunds­son, R. Gíslason, A. Finnbogason, J. Böðvarsson]","[R. Jarstein, H. Nordtveit, M. Linnes, J. Svensson, K. Ajer, T. Elyounoussi, S. Johansen, M. Henriksen, I. Fossum, S. Berge, B. Johnsen]"
European Championship,Iceland,Hungary,1,1,/matches/2016/06/18/europe/european-championships/iceland/hungary/2024873/,"[H. Halldórsson, R. Sigurðsson, B. Sævarsson, A. Skúlason, B. Bjarnason, K. Árnason, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, K. Sigþórsson, J. Böðvarsson]","[G. Király, R. Juhász, R. Guzmics, T. Kádár, Á. Lang, B. Dzsudzsák, Z. Stieber, L. Kleinheisler, Á. Nagy, T. Priskin, Z. Gera]"
European Championship,England,Iceland,1,2,/matches/2016/06/27/europe/european-championships/england/iceland/2024884/,"[J. Hart, G. Cahill, D. Rose, K. Walker, C. Smalling, D. Alli, E. Dier, W. Rooney, D. Sturridge, H. Kane, R. Sterling]","[H. Halldórsson, R. Sigurðsson, B. Sævarsson, A. Skúlason, B. Bjarnason, K. Árnason, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, K. Sigþórsson, J. Böðvarsson]"
WC Qualification Europe,Ukraine,Iceland,1,1,/matches/2016/09/05/europe/wc-qualifying-europe/ukraine/iceland/2116412/,"[A. Pyatov, O. Kucher, Y. Rakitskiy, B. Butko, E. Sobol, T. Stepanenko, Y. Konoplyanka, S. Sydorchuk, V. Kovalenko, O. Zinchenko, A. Yarmolenko]","[H. Halldórsson, R. Sigurðsson, B. Sævarsson, A. Skúlason, B. Bjarnason, K. Árnason, A. Gunnarsson, J. Guðmunds­son, G. Sigurðsson, A. Finnbogason, J. Böðvarsson]"
WC Qualification Europe,Iceland,Turkey,2,0,/matches/2016/10/09/europe/wc-qualifying-europe/iceland/turkey/2116416/,"[H. Halldórsson, R. Sigurðsson, B. Sævarsson, A. Skúlason, B. Bjarnason, K. Árnason, E. Bjarnason, J. Guðmunds­son, G. Sigurðsson, A. Finnbogason, J. Böðvarsson]","[V. Babacan, C. Erkin, Ö. Toprak, Ş. Özbayraklı, K. Ayhan, M. Topal, V. Şen, Y. Öztekin, H. Çalhanoğlu, O. Tufan, E. Mor]"
Friendlies,Malta,Iceland,0,2,/matches/2016/11/15/world/friendlies/malta/iceland/2359922/,"[A. Hogg, J. Zerafa, A. Agius, S. Borg, S. Magri, C. Failla, A. Schembri, G. Sciberras, R. Muscat, L. Gambin, A. Effiong]","[I. Jónsson, B. Sævarsson, A. Skúlason, H. Eyjólfsson, S. Ingason, O. Skulason, R. Sigurjónsson, A. Smárason, A. Traustason, V. Kjartansson, E. Ómarsson]"
Friendlies,Hungary,Croatia,1,1,/matches/2016/03/26/world/friendlies/hungary/croatia/2188627/,"[D. Dibusz, R. Guzmics, M. Korhut, A. Fiola, Á. Lang, B. Dzsudzsák, L. Kleinheisler, Á. Nagy, T. Priskin, Z. Gera, K. Németh]","[L. Kalinić, V. Ćorluka, G. Schildenfeld, D. Vida, Š. Vrsaljko, L. Modrić, I. Perišić, D. Antolić, M. Brozović, M. Kovačić, M. Mandžukić]"
European Championship,Turkey,Croatia,0,1,/matches/2016/06/12/europe/european-championships/turkey/croatia/2024859/,"[V. Babacan, H. Balta, C. Erkin, G. Gönül, A. Turan, M. Topal, S. İnan, O. Özyakup, H. Çalhanoğlu, O. Tufan, C. Tosun]","[D. Subašić, D. Srna, V. Ćorluka, D. Vida, I. Strinić, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, M. Brozović, M. Mandžukić]"
WC Qualification Europe,Finland,Croatia,0,1,/matches/2016/10/09/europe/wc-qualifying-europe/finland/croatia/2116415/,"[L. Hradecky, K. Arkivuo, J. Raitala, P. Arajuuri, N. Moisander, J. Ojala, J. Saksela, S. Väisänen, A. Ring, R. Lod, T. Pukki]","[D. Subašić, D. Vida, J. Pivarić, Š. Vrsaljko, M. Mitrović, I. Perišić, M. Badelj, M. Brozović, M. Kovačić, M. Mandžukić, A. Kramarić]"
WC Qualification Europe,Croatia,Turkey,1,1,/matches/2016/09/05/europe/wc-qualifying-europe/croatia/turkey/2116411/,"[L. Kalinić, V. Ćorluka, D. Vida, I. Strinić, Š. Vrsaljko, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, M. Mandžukić, M. Pjaca]","[V. Babacan, S. Aziz, İ. Köybaşı, Ş. Özbayraklı, K. Ayhan, M. Topal, O. Yokuşlu, H. Çalhanoğlu, O. Tufan, C. Tosun, E. Mor]"
Friendlies,Northern Ireland,Croatia,0,3,/matches/2016/11/15/world/friendlies/northern-ireland/croatia/2362524/,"[A. Mannus, G. McAuley, J. Evans, L. Hodson, C. Brunt, N. McGinn, M. Lund, O. Norwood, P. McNair, L. Boyce, J. Magennis]","[L. Kalinić, M. Leovac, D. Vida, M. Mitrović, T. Jedvaj, M. Badelj, F. Bradarić, M. Rog, M. Mandžukić, D. Čop, A. Kramarić]"
China Cup,China PR,Croatia,1,1,/matches/2017/01/14/world/china-cup/china-pr/croatia/2385356/,"[Shi Xiaotian, Yang Shanping, Fan Xiaodong, Pei Shuai, Gao Zhunyi, Cui Min, Deng Hanwen, Cai Huikang, Yin Hongbo, Chi Zhongguo, Hui Jiakang]","[A. Prskalo, J. Pivarić, T. Datković, B. Barišić, J. Filipović, D. Antolić, J. Mišić, J. Juranović, F. Tudor, L. Ivanušec, M. Marić]"
Friendlies,Estonia,Croatia,3,0,/matches/2017/03/28/world/friendlies/estonia/croatia/2399782/,"[M. Aksalu, R. Klavan, T. Teniste, K. Kallaste, N. Baranov, Artjom Dmitrijev, S. Luts, J. Toomet, K. Mets, M. Käit, Henri Anier]","[L. Kalinić, D. Vida, M. Lešković, M. Mitrović, I. Perišić, M. Kovačić, F. Bradarić, M. Rog, D. Čop, A. Kramarić, M. Pjaca]"
WC Qualification Europe,Turkey,Croatia,1,0,/matches/2017/09/05/europe/wc-qualifying-europe/turkey/croatia/2116426/,"[V. Babacan, C. Erkin, K. Ayhan, C. Söyüncü, N. Şahin, A. Turan, M. Topal, O. Özyakup, H. Çalhanoğlu, B. Yılmaz, C. Tosun]","[D. Subašić, D. Vida, D. Lovren, J. Pivarić, Š. Vrsaljko, L. Modrić, I. Perišić, M. Badelj, M. Brozović, M. Kovačić, N. Kalinić]"
WC Qualification Europe,Ukraine,Croatia,0,2,/matches/2017/10/09/europe/wc-qualifying-europe/ukraine/croatia/2116430/,"[A. Pyatov, Y. Rakitskiy, Y. Khacheridi, M. Matviyenko, R. Rotan, Marlos, T. Stepanenko, Y. Konoplyanka, D. Harmash, O. Karavaev, A. Yarmolenko]","[D. Subašić, D. Vida, D. Lovren, Š. Vrsaljko, M. Mitrović, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, M. Mandžukić, A. Kramarić]"
WC Qualification Europe,Greece,Croatia,0,0,/matches/2017/11/12/europe/wc-qualifying-europe/greece/croatia/2638002/,"[O. Karnezis, V. Torosidis, S. Papastathopoulos, K. Manolas, P. Retsos, L. Christodoulopoulos, A. Tziolis, P. Tachtsidis, Zeca, K. Mitroglou, A. Bakasetas]","[D. Subašić, D. Vida, I. Strinić, D. Lovren, Š. Vrsaljko, L. Modrić, I. Rakitić, I. Perišić, M. Brozović, M. Mandžukić, N. Kalinić]"
Friendlies,Mexico,Croatia,0,1,/matches/2018/03/28/world/friendlies/mexico/croatia/2705431/,"[G. Ochoa, H. Ayala, H. Moreno, N. Araújo, A. Guardado, Jorge Hernández, R. Pizarro, O. Govea, C. Vela, Javier Hernández, H. Lozano]","[L. Kalinić, V. Ćorluka, D. Vida, J. Pivarić, Š. Vrsaljko, I. Rakitić, M. Badelj, M. Kovačić, A. Kramarić, A. Rebić, M. Pjaca]"
Friendlies,Croatia,Senegal,2,1,/matches/2018/06/08/world/friendlies/croatia/senegal/2745804/,"[D. Subašić, V. Ćorluka, D. Vida, I. Strinić, D. Lovren, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, M. Mandžukić, A. Rebić]","[A. Diallo, L. Gassama, K. Koulibaly, S. Sané, Y. Sabaly, A. N'Diaye, I. Gueye, D. Sakho, M. Niang, S. Mané, I. Sarr]"
Friendlies,Croatia,Israel,2,0,/matches/2016/03/23/world/friendlies/croatia/israel/2194658/,"[D. Subašić, D. Srna, V. Ćorluka, D. Vida, D. Lovren, L. Modrić, I. Perišić, M. Badelj, M. Brozović, M. Mandžukić, N. Kalinić]","[B. Klaiman, T. Tawatha, E. Tibi, R. Gershon, B. Bitton, T. Ben Chaim, M. Buzaglo, N. Bitton, R. Kehat, T. Hemed, M. Dabour]"
Friendlies,Croatia,Moldova,1,0,/matches/2016/05/27/world/friendlies/croatia/moldova/2230755/,"[D. Subašić, V. Ćorluka, D. Vida, I. Strinić, Š. Vrsaljko, I. Perišić, M. Badelj, M. Brozović, N. Kalinić, A. Kramarić, M. Pjaca]","[I. Cebanu, A. Epureanu, V. Golovatenco, A. Caşcaval, I. Jardan, C. Carp, E. Cebotaru, A. Ioniţă, V. Andronic, A. Bugneac, D. Spătaru]"
Friendlies,Brazil,Croatia,2,0,/matches/2018/06/03/world/friendlies/brazil/croatia/2759797/,"[Alisson, João Miranda, Thiago Silva, Marcelo, Danilo, Fernandinho, Paulinho, Philippe Coutinho, Casemiro, Willian, Gabriel Jesus]","[D. Subašić, V. Ćorluka, D. Vida, D. Lovren, Š. Vrsaljko, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, A. Kramarić, A. Rebić]"
WC Qualification Europe,Kosovo,Croatia,0,6,/matches/2016/10/06/europe/wc-qualifying-europe/kosovo/croatia/2243640/,"[S. Ujkani, Avni Pepa, A. Pnishi, L. Paqarada, F. Përdedaj, Valon Berisha, H. Kryeziu, B. Berisha, M. Rashica, A. Zeneli, B. Celina]","[D. Subašić, V. Ćorluka, D. Vida, J. Pivarić, Š. Vrsaljko, I. Perišić, M. Badelj, M. Brozović, M. Kovačić, M. Mandžukić, A. Kramarić]"
China Cup,Chile,Croatia,1,1,/matches/2017/01/11/world/china-cup/chile/croatia/2381323/,"[C. Toselli, Ó. Opazo, G. Maripán, P. Díaz, J. Fuenzalida, J. Beausejour, C. Carmona, E. Pavez, C. Pinares, E. Vargas, L. Valencia]","[D. Livaković, J. Pivarić, N. Matas, M. Barać, J. Filipović, D. Antolić, F. Andrijašević, F. Ozobić, J. Mišić, A. Perošević, M. Šitum]"
European Championship,Czech Republic,Croatia,2,2,/matches/2016/06/17/europe/european-championships/czech-republic/croatia/2024862/,"[P. Čech, R. Hubník, T. Sivok, D. Limberský, P. Kadeřábek, J. Plašil, T. Rosický, L. Krejčí, V. Darida, J. Skalák, D. Lafata]","[D. Subašić, D. Srna, V. Ćorluka, D. Vida, I. Strinić, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, M. Brozović, M. Mandžukić]"
Friendlies,Croatia,San Marino,10,0,/matches/2016/06/04/world/friendlies/croatia/san-marino/2227979/,"[D. Subašić, D. Srna, G. Schildenfeld, D. Vida, I. Strinić, L. Modrić, I. Rakitić, I. Perišić, M. Badelj, M. Mandžukić, M. Pjaca]","[A. Simoncini, A. Della Valle, D. Simoncini, C. Brolli, J. Biordi, M. Berretti, L. Gasperoni, T. Zafferani, D. Rinaldi, M. Palazzi, M. Stefanelli]"
WC Qualification Europe,Croatia,Ukraine,1,0,/matches/2017/03/24/europe/wc-qualifying-europe/croatia/ukraine/2116419/,"[D. Subašić, D. Vida, J. Pivarić, M. Mitrović, T. Jedvaj, L. Modrić, I. Rakitić, M. Badelj, M. Brozović, M. Mandžukić, N. Kalinić]","[A. Pyatov, O. Kucher, B. Butko, I. Ordets, M. Matviyenko, R. Rotan, T. Stepanenko, Y. Konoplyanka, V. Kovalenko, A. Kravets, A. Yarmolenko]"
Friendlies,Mexico,Croatia,1,2,/matches/2017/05/28/world/friendlies/mexico/croatia/2422311/,"[G. Ochoa, H. Moreno, M. Layún, D. Reyes, J. Molina, Elías Hernández, H. Herrera, R. Reyes, É. Gutiérrez, O. Peralta, H. Lozano]","[L. Kalinić, Z. Nižić, T. Jedvaj, B. Barišić, J. Filipović, M. Škorić, I. Šunjić, F. Tudor, D. Čop, I. Santini, N. Vlašić]"
WC Qualification Europe,Croatia,Kosovo,1,0,/matches/2017/09/03/europe/wc-qualifying-europe/croatia/kosovo/2253309/,"[D. Subašić, D. Vida, D. Lovren, J. Pivarić, Š. Vrsaljko, L. Modrić, I. Rakitić, I. Perišić, M. Brozović, M. Kovačić, M. Mandžukić]","[S. Ujkani, A. Rrahmani, B. Jashanica, M. Vojvoda, E. Alushi, Valon Berisha, H. Kryeziu, B. Kololli, M. Rashica, A. Zeneli, V. Muriqi]"
WC Qualification Europe,Croatia,Finland,1,1,/matches/2017/10/06/europe/wc-qualifying-europe/croatia/finland/2116427/,"[D. Subašić, D. Vida, J. Pivarić, Š. Vrsaljko, M. Mitrović, L. Modrić, I. Rakitić, I. Perišić, M. Brozović, M. Mandžukić, A. Kramarić]","[L. Hradecky, P. Arajuuri, N. Moisander, J. Ojala, A. Granlund, T. Sparv, K. Hämäläinen, P. Hetemaj, R. Schüller, J. Pohjanpalo, S. Skrabb]"
WC Qualification Europe,Croatia,Greece,4,1,/matches/2017/11/09/europe/wc-qualifying-europe/croatia/greece/2637998/,"[D. Subašić, D. Vida, I. Strinić, D. Lovren, Š. Vrsaljko, L. Modrić, I. Rakitić, I. Perišić, M. Brozović, N. Kalinić, A. Kramarić]","[O. Karnezis, K. Papadopoulos, S. Papastathopoulos, G. Tzavellas, K. Stafylidis, A. Tziolis, G. Maniatis, A. Samaris, K. Fortounis, Zeca, K. Mitroglou]"
African Nations Championship,Tunisia,Nigeria,1,1,/matches/2016/01/22/africa/african-nations-championship/tunisia/nigeria/2168926/,"[R. Jridi, Z. Derbali, M. Tej, A. Maâloul, H. Mathlouthi, Z. Boughattas, K.  Aouadhi, M. Manser, A. Oueslati, M. Ben Amor, A. Akaïchi]","[I. Ezenwa, C. Akas, A. Oboroakpo, M. Etim, S. Eze, I. Matthew, P. Onobi, M. Usman, O. Okoro, P. Aggreh, C. Chikatara]"
Friendlies,Nigeria,Senegal,1,1,/matches/2017/03/23/world/friendlies/nigeria/senegal/2413770/,"[D. Akpeyi, E. Echiejile, L. Balogun, K. Omeruo, W. Troost-Ekong, O. Onazi, A. Iwobi, W. Ndidi, A. Musa, M. Simon, K. Iheanacho]","[Pape Seydou N'Diaye, K. Koulibaly, S. Sané, A. Mbengue, M. Wagué, C. Kouyaté, I. Gueye, C. N'Doye, M. Sow, M. Diouf, O. N'Guette]"
Friendlies,Nigeria,Mali,1,0,/matches/2016/05/27/world/friendlies/nigeria/mali/2230754/,"[C. Ikeme, L. Balogun, W. Troost-Ekong, A. Shehu, K. Madu, M. Muhammed, O. Onazi, A. Iwobi, O. Etebo, O. Ighalo, M. Simon]","[D. Diarra, O. Coulibaly, Mahamadou N'Diaye, C. Traoré, H. Assoko, Mamoutou N'Diaye, O. Cissé, Y. Sylla, T. Keita, M. Doumbia, K. Coulibaly]"
WC Qualification Africa,Zambia,Nigeria,1,2,/matches/2016/10/09/africa/wc-qualifying-africa/zambia/nigeria/2279610/,"[K. Mweene, S. Sunzu, F. Kapumbu, K. Chongo, A. Chama, N. Sinkala, C. Mbesuma, R. Kalaba, F. Tembo, C. Lungu, W. Kalengo]","[C. Ikeme, E. Echiejile, K. Omeruo, W. Troost-Ekong, J. Obi Mikel, O. Onazi, A. Iwobi, W. Ndidi, B. Ideye, M. Simon, K. Iheanacho]"
Non-FIFA Friendlies,Nigeria,Togo,3,0,/matches/2017/06/01/world/non-fifa-friendlies/nigeria/togo/2452678/,"[I. Ezenwa, E. Echiejile, W. Troost-Ekong, A. Shehu, C. Awaziem, M. Agu, A. Iwobi, W. Ndidi, O. Etebo, A. Musa, K. Iheanacho]","[F. Dida, D. Dakonam, H. Ouro-Sama, M. Kouloun, L. Atakora, K. Atchou, K. Gazozo, F. Mawuena, I. Bebou, K. Laba, G. Yenoussi]"
African Nations Championship,Benin,Nigeria,1,0,/matches/2017/08/13/africa/african-nations-championship/benin/nigeria/2410381/,[],[]
WC Qualification Africa,Nigeria,Cameroon,4,0,/matches/2017/09/01/africa/wc-qualifying-africa/nigeria/cameroon/2279614/,"[I. Ezenwa, E. Echiejile, L. Balogun, W. Troost-Ekong, A. Shehu, J. Obi Mikel, V. Moses, O. Onazi, W. Ndidi, O. Ighalo, M. Simon]","[F. Ondoa, A. Teikeu, S. Leuko, C. Fai, S. Siani, M. Ngadeu-Ngadjui, M. Ngamaleu, A. Zambo Anguissa, B. Moukandjo, V. Aboubakar, C. Bassogog]"
WC Qualification Africa,Nigeria,Zambia,1,0,/matches/2017/10/07/africa/wc-qualifying-africa/nigeria/zambia/2279618/,"[I. Ezenwa, E. Echiejile, L. Balogun, W. Troost-Ekong, A. Shehu, J. Obi Mikel, V. Moses, O. Onazi, W. Ndidi, O. Ighalo, M. Simon]","[K. Mweene, S. Sunzu, F. Kapumbu, Z. Tembo, K. Mtonga, A. Mulenga, E. Mwepu, C. Lungu, S. Silwimba, A. Ngonga, F. Sakala]"
African Nations Championship,Libya,Nigeria,0,1,/matches/2018/01/19/africa/african-nations-championship/libya/nigeria/2687035/,"[Muhammad Nashnoush, Sanad Maoud, Ahmed El Trbi, Motasem Sabbou, Ahmed Al Maghasi, Mohamed Aleyat, Bader Ahmed, Abdulrahman Ramadhan khalleefah, Salem Ablou, Saleh Al Taher, Omar Aribi]","[I. Ezenwa, O. Okogbue, S. Eze, D. James, E. Atuloma, R. Ali, I. Ifeanyi, O. Okoro, E. Ogbugh, A. Okpotu, S. Faleye]"
Friendlies,Nigeria,Serbia,0,2,/matches/2018/03/27/world/friendlies/nigeria/serbia/2723091/,"[F. Uzoho, W. Troost-Ekong, B. Idowu, T. Ebuehi, C. Awaziem, V. Moses, J. Obi, O. Onazi, A. Iwobi, W. Ndidi, A. Musa]","[V. Stojković, B. Ivanović, A. Kolarov, A. Rukavina, M. Nastasić, N. Matić, D. Tadić, L. Milivojević, F. Kostić, A. Ljajić, A. Mitrović]"
Friendlies,England,Nigeria,2,1,/matches/2018/06/02/world/friendlies/england/nigeria/2712730/,"[J. Pickford, A. Young, G. Cahill, K. Walker, K. Trippier, J. Stones, D. Alli, J. Lingard, E. Dier, H. Kane, R. Sterling]","[F. Uzoho, L. Balogun, W. Troost-Ekong, B. Idowu, A. Shehu, J. Obi Mikel, V. Moses, J. Obi, O. Onazi, A. Iwobi, O. Ighalo]"
African Nations Championship,Nigeria,Niger,4,1,/matches/2016/01/18/africa/african-nations-championship/nigeria/niger/2168925/,"[I. Ezenwa, J. Alimi, C. Akas, M. Etim, S. Eze, I. Matthew, P. Onobi, O. Okoro, I. Ibenegbu, P. Aggreh, T. Adeniji]","[M. Alzouma, A. Kader, I. Koudizé, S. Musa, B. Katakore, I. Inoussa, M. Souley, S. Sacko, Y. Oumarou, I. Halidou, I. Seyni]"
African Nations Championship,Guinea,Nigeria,1,0,/matches/2016/01/26/africa/african-nations-championship/guinea/nigeria/2168929/,"[A. Keita, Alsény Bangoura, Alseny Camara, Aboubacar Leo Camara, I. Soumah, M. Thiam, I. Sankhon, M. Youla, Aboubacar Sylla Iyanga, Alseny Camara Agogo, D. Camara]","[I. Ezenwa, J. Alimi, C. Akas, A. Oboroakpo, M. Etim, I. Matthew, P. Onobi, M. Usman, O. Okoro, P. Aggreh, T. Adeniji]"
