Comp,EquipoA,EquipoB,GolesA,GolesB,Info,JugadoresA,JugadoresB
Friendlies,Nigeria,Czech Republic,0,1,/matches/2018/06/06/world/friendlies/nigeria/czech-republic/2723093/,"[F. Uzoho, L. Balogun, W. Troost-Ekong, B. Idowu, A. Shehu, J. Obi Mikel, V. Moses, J. Ogu, A. Iwobi, W. Ndidi, O. Ighalo]","[T. Vaclík, M. Suchý, J. Jugas, V. Coufal, T. Kalas, J. Hušbauer, J. Šural, A. Barák, T. Souček, J. Jankto, P. Schick]"
African Nations Championship,Sudan,Nigeria,0,1,/matches/2018/01/31/africa/african-nations-championship/sudan/nigeria/2687053/,"[Akram El Hadi Salim, Abuaagla Abdalla, Omer Koko, Samawal Nour, Nasr El Shighail, Mohamed Bashir, Abdellatif Boya, Bakri Bashir, Mohamed Idris, Maaz Gismalla, Saifeldin Bakhit]","[I. Ezenwa, O. Okogbue, S. Eze, I. Utin, R. Ali, I. Ifeanyi, O. Okoro, O. Solomon, A. Oladapo, G. Okechukwu, A. Okpotu]"
Friendlies,Poland,Nigeria,0,1,/matches/2018/03/23/world/friendlies/poland/nigeria/2702148/,"[Ł. Fabiański, Ł. Piszczek, K. Glik, M. Kamiński, G. Krychowiak, P. Zieliński, K. Linetty, R. Kurzawa, P. Frankowski, R. Lewandowski, D. Kownacki]","[F. Uzoho, L. Balogun, W. Troost-Ekong, B. Idowu, A. Shehu, V. Moses, J. Obi, A. Iwobi, W. Ndidi, O. Ighalo, K. Iheanacho]"
Friendlies,Nigeria,Congo DR,1,1,/matches/2018/05/28/world/friendlies/nigeria/congo-dr/2723092/,"[F. Uzoho, E. Echiejile, L. Balogun, W. Troost-Ekong, T. Ebuehi, J. Obi, O. Onazi, O. Etebo, S. Nwankwo, K. Iheanacho, J. Lokosa]","[A. Mossi, D. Issama, Y. Bangala, N. Munganga, B. Bompunga, C. Luyindama, G. Ngonda, P. M'Poku, B. Afobe, K. Kasengu, M. Elia]"
Africa Cup of Nations Qualification,Nigeria,Tanzania,1,0,/matches/2016/09/03/africa/africa-cup-of-nations-qualification/nigeria/tanzania/2038215/,[],[]
WC Qualification Africa,Nigeria,Algeria,3,1,/matches/2016/11/12/africa/wc-qualifying-africa/nigeria/algeria/2279613/,"[D. Akpeyi, E. Echiejile, L. Balogun, K. Omeruo, W. Troost-Ekong, J. Obi Mikel, V. Moses, O. Onazi, A. Iwobi, O. Etebo, K. Iheanacho]","[R. M'Bolhi, C. Medjani, M. Ziti, A. Mandi, F. Ghoulam, H. Belkaroui, S. Taïder, R. Mahrez, N. Bentaleb, Y. Brahimi, I. Slimani]"
Africa Cup of Nations Qualification,Nigeria,South Africa,0,2,/matches/2017/06/10/africa/africa-cup-of-nations-qualification/nigeria/south-africa/2412010/,[],[]
Friendlies,Luxembourg,Nigeria,1,3,/matches/2016/05/31/world/friendlies/luxembourg/nigeria/2231289/,"[A. Moris, M. Mutsch, M. Jänisch, M. Chanot, C. Philipps, L. Jans, L. Gerson, C. Martins Pereira, F. Bohnert, S. Bensi, A. Joachim]","[D. Akpeyi, E. Echiejile, K. Omeruo, W. Troost-Ekong, A. Shehu, M. Muhammed, O. Onazi, A. Iwobi, B. Ideye, A. Umar, K. Iheanacho]"
African Nations Championship,Nigeria,Benin,2,0,/matches/2017/08/19/africa/african-nations-championship/nigeria/benin/2410382/,[],[]
WC Qualification Africa,Cameroon,Nigeria,1,1,/matches/2017/09/04/africa/wc-qualifying-africa/cameroon/nigeria/2279617/,"[F. Ondoa, A. Teikeu, B. Yaya, S. Leuko, C. Fai, A. Djoum, S. Siani, F. Olinga, A. Zambo Anguissa, B. Moukandjo, J. Nsamé]","[I. Ezenwa, E. Echiejile, L. Balogun, W. Troost-Ekong, A. Shehu, J. Obi Mikel, V. Moses, O. Onazi, W. Ndidi, O. Ighalo, M. Simon]"
WC Qualification Africa,Algeria,Nigeria,1,1,/matches/2017/11/10/africa/wc-qualifying-africa/algeria/nigeria/2279621/,"[F. Chaouchi, C. Medjani, A. Mandi, C. Nessakh, L. Cadamuro, F. Chafaï, R. Mahrez, Z. Ferhat, I. Bennacer, Y. Brahimi, I. Slimani]","[I. Ezenwa, L. Balogun, W. Troost-Ekong, O. Aina, A. Shehu, J. Ogu, A. Iwobi, W. Ndidi, O. Etebo, A. Nwakaeme, K. Iheanacho]"
African Nations Championship,Nigeria,Rwanda,0,0,/matches/2018/01/15/africa/african-nations-championship/nigeria/rwanda/2687034/,"[I. Ezenwa, O. Okogbue, S. Eze, D. James, E. Atuloma, R. Ali, I. Ifeanyi, O. Okoro, E. Ogbugh, A. Okpotu, S. Faleye]","[E. Ndayishimiye, F. Usengimana, E. Rutanga, E. Iradukunda, T. Manzi, S. Kayumba, D. Bizimana, Y. Mukunzi, A. Niyonzima, B. Mubumbyi, A. Biramahire]"
African Nations Championship,Equatorial Guinea,Nigeria,1,3,/matches/2018/01/23/africa/african-nations-championship/equatorial-guinea/nigeria/2687038/,"[Elibiyo, Miguel Angel, Cosme Anvene, Ernesto Montero, Jose Bindang, Mariano Ondo, Pío, Santiago Eneme, Basil Nchama, Salvador Eworo, Secundino Nsi]","[I. Ezenwa, O. Okogbue, S. Eze, D. James, E. Atuloma, I. Ifeanyi, O. Okoro, O. Solomon, E. Ogbugh, A. Okpotu, S. Faleye]"
Friendlies,Mexico,Senegal,2,0,/matches/2016/02/11/world/friendlies/mexico/senegal/2180612/,"[José Corona, Jorge Torres, G. Flores, Y. Corona, N. Araújo, L. Montes, J. Zavala, J. Dueñas, E. Herrera, J. Damm, H. Lozano]","[Pape Seydou N'Diaye, A. Mbengue, M. Kanté, M. Sylla, O. Thioune, E. Cissé, B. Cissokho, N. Mendy, D. Guèye, C. Sané, A. Mbodj]"
Africa Cup of Nations Qualification,Niger,Senegal,1,2,/matches/2016/03/29/africa/africa-cup-of-nations-qualification/niger/senegal/2038152/,[],[]
Friendlies,Congo,Senegal,0,2,/matches/2017/01/11/world/friendlies/congo/senegal/2388481/,[],[]
Africa Cup of Nations Qualification,Burundi,Senegal,0,2,/matches/2016/06/04/africa/africa-cup-of-nations-qualification/burundi/senegal/2038154/,[],[]
WC Qualification Africa,Senegal,Cape Verde Islands,2,0,/matches/2016/10/08/africa/wc-qualifying-africa/senegal/cape-verde-islands/2279634/,"[A. Diallo, L. Gassama, S. Ciss, K. Koulibaly, C. Kouyaté, M. Diamé, I. Gueye, K. Mbodji, M. Konaté, S. Mané, K. Baldé]","[Vózinha, Fernando Varela, Ricardo, Stopira, Carlitos, Kay, Marco Soares, Sérgio Semedo, Odaïr Fortes, Héldon, Zé Luís]"
Africa Cup of Nations,Senegal,Zimbabwe,2,0,/matches/2017/01/19/africa/africa-cup-of-nations/senegal/zimbabwe/2366089/,"[A. Diallo, L. Gassama, K. Koulibaly, C. M'Bengue, H. Saivet, C. Kouyaté, I. Gueye, K. Mbodji, M. Diouf, S. Mané, K. Baldé]","[T. Mkuruva, O. Bhasera, C. Nhamoinesu, H. Zvirekwi, E. Muroiwa, K. Billiat, W. Katsande, M. Nakamba, N. Mushekwi, M. Rusike, K. Mahachi]"
Africa Cup of Nations,Senegal,Cameroon,0,0,/matches/2017/01/28/africa/africa-cup-of-nations/senegal/cameroon/2366055/,"[A. Diallo, L. Gassama, K. Koulibaly, C. M'Bengue, H. Saivet, C. Kouyaté, I. Gueye, K. Mbodji, M. Diouf, S. Mané, K. Baldé]","[F. Ondoa, A. Teikeu, A. Oyongo, C. Fai, A. Djoum, S. Siani, M. Ngadeu-Ngadjui, B. Moukandjo, K. Toko Ekambi, C. Bassogog, R. Tambe]"
Friendlies,Senegal,Uganda,0,0,/matches/2017/06/06/world/friendlies/senegal/uganda/2445254/,[],[]
African Nations Championship,Sierra Leone,Senegal,1,1,/matches/2017/07/15/africa/african-nations-championship/sierra-leone/senegal/2410359/,[],[]
African Nations Championship,Senegal,Guinea,3,1,/matches/2017/08/15/africa/african-nations-championship/senegal/guinea/2410409/,[],[]
WC Qualification Africa,Senegal,Burkina Faso,0,0,/matches/2017/09/02/africa/wc-qualifying-africa/senegal/burkina-faso/2279638/,"[K. N'Diaye, S. Ciss, K. Koulibaly, S. Sané, M. Wagué, Y. Sankharé, I. Gueye, K. Mbodji, M. Sow, S. Mané, I. Sarr]","[K. Koffi, Bakary Koné, I. Paro, I. Dayo, Y. Coulibaly, Alain Traoré, C. Kaboré, C. Bayala, I. Touré, P. Nakoulma, B. Traoré]"
WC Qualification Africa,Cape Verde Islands,Senegal,0,2,/matches/2017/10/07/africa/wc-qualifying-africa/cape-verde-islands/senegal/2279643/,"[Vózinha, Fernando Varela, Tiago Almeida, Stopira, Steven Pereira, Marco Soares, Ryan Mendes, Babanco, Garry Rodrigues, Ponck, Héldon]","[K. N'Diaye, K. Koulibaly, A. Mbengue, M. Wagué, C. Kouyaté, I. Gueye, K. Mbodji, Badou N'Diaye, D. Sakho, S. Mané, K. Baldé]"
WC Qualification Africa,Senegal,South Africa,2,1,/matches/2017/11/14/africa/wc-qualifying-africa/senegal/south-africa/2279644/,"[A. Gomis, Y. Sabaly, M. Wagué, A. N'Diaye, C. Kouyaté, I. Gueye, K. Mbodji, Badou N'Diaye, M. Sow, M. Niang, O. N'Guette]","[I. Khune, C. Daniels, M. Gould, S. Hlanti, T. Mkhize, D. Furman, T. Zwane, K. Dolly, B. Zungu, P. Tau, S. Vilakazi]"
Friendlies,Senegal,Bosnia-Herzegovina,0,0,/matches/2018/03/27/world/friendlies/senegal/bosnia-herzegovina/2749387/,"[A. Diallo, A. Traoré, P. Djilobodji, K. Koulibaly, S. Sané, Y. Sabaly, H. Saivet, Badou N'Diaye, M. Sow, M. Diouf, S. Mané]","[I. Šehić, T. Šunjić, O. Vranješ, E. Bičakčić, S. Kolašinac, M. Pjanić, E. Višća, G. Cimirot, E. Sarić, E. Džeko, Kenan]"
Africa Cup of Nations Qualification,Senegal,Niger,2,0,/matches/2016/03/26/africa/africa-cup-of-nations-qualification/senegal/niger/2038151/,[],[]
Friendlies,Luxembourg,Senegal,0,0,/matches/2018/05/31/world/friendlies/luxembourg/senegal/2738166/,"[A. Moris, M. Mutsch, K. Malget, L. Jans, D. Carlson, L. Gerson, C. Martins Pereira, L. Barreiro, A. Joachim, D. Turpel, G. Rodrigues]","[K. N'Diaye, S. Ciss, K. Koulibaly, M. Wagué, A. N'Diaye, C. Kouyaté, I. Gueye, M. Niang, M. Konaté, K. Baldé, I. Sarr]"
Friendlies,Senegal,Korea Republic,2,0,/matches/2018/06/11/world/friendlies/senegal/korea-republic/2757191/,"[K. N'Diaye, K. Koulibaly, S. Sané, Y. Sabaly, M. Wagué, A. N'Diaye, C. Kouyaté, D. Sakho, M. Niang, S. Mané, I. Sarr]","[Cho Hyun-Woo, Kim Young-Gwon, Lee Yong, Jang Hyun-Soo, Ki Sung-Yeung, Kim Min-Woo, Koo Ja-Cheol, Lee Jae-Sung II, Kim Shin-Wook, Son Heung-Min, Lee Seung-Woo]"
WC Qualification Africa,Burkina Faso,Senegal,2,2,/matches/2017/09/05/africa/wc-qualifying-africa/burkina-faso/senegal/2279640/,"[K. Koffi, Bakary Koné, P. Malo, I. Dayo, Y. Coulibaly, Alain Traoré, I. Touré, O. Sylla, A. Bancé, P. Nakoulma, B. Traoré]","[K. N'Diaye, L. Gassama, S. Ciss, S. Sané, C. Kouyaté, I. Gueye, K. Mbodji, Badou N'Diaye, M. Sow, S. Mané, I. Sarr]"
WC Qualification Africa,South Africa,Senegal,0,2,/matches/2017/11/10/africa/wc-qualifying-africa/south-africa/senegal/2279637/,"[I. Khune, C. Daniels, M. Gould, S. Hlanti, T. Mkhize, D. Furman, K. Mokotjo, L. Manyama, T. Zwane, P. Tau, S. Vilakazi]","[K. N'Diaye, L. Gassama, K. Koulibaly, S. Sané, Y. Sabaly, C. Kouyaté, I. Gueye, C. N'Doye, D. Sakho, M. Niang, S. Mané]"
Friendlies,Senegal,Uzbekistan,1,1,/matches/2018/03/23/world/friendlies/senegal/uzbekistan/2753041/,"[Pape Seydou N'Diaye, L. Gassama, F. Diagne, P. Souaré, P. Djilobodji, A. N'Diaye, C. N'Doye, A. Dioussé, S. N'Gom, M. Konaté, O. Niasse]","[I. Nesterov, A. Ismailov, I. Tukhtakhujaev, A. Shorakhmedov, O. Shukurov, A. Komilov, O. Akhmedov, S. Mirzayev, O. Khamrobekov, E. Shomurodov, T. Abdukholikov]"
Friendlies,Libya,Senegal,1,2,/matches/2017/01/08/world/friendlies/libya/senegal/2388480/,[],[]
Africa Cup of Nations,Tunisia,Senegal,0,2,/matches/2017/01/15/africa/africa-cup-of-nations/tunisia/senegal/2366087/,"[A. Mathlouthi, A. Abdennour, S. Ben Youssef, A. Maâloul, H. Nagguez, N. Sliti, F. Sassi, L. Azouni, H. Lahmar, Y. Msakni, A. Akaïchi]","[A. Diallo, L. Gassama, K. Koulibaly, C. M'Bengue, C. Kouyaté, I. Gueye, K. Mbodji, Badou N'Diaye, M. Diouf, S. Mané, K. Baldé]"
Africa Cup of Nations,Senegal,Algeria,2,2,/matches/2017/01/23/africa/africa-cup-of-nations/senegal/algeria/2366090/,"[K. N'Diaye, Z. Touré, S. Ciss, P. Diop, M. Diamé, K. Mbodji, C. N'Doye, Badou N'Diaye, M. Sow, M. Konaté, I. Sarr]","[M. Asselah, M. Meftah, A. Mandi, L. Cadamuro, F. Ghoulam, A. Guédioura, S. Hanni, R. Mahrez, N. Bentaleb, Y. Brahimi, I. Slimani]"
Africa Cup of Nations Qualification,Senegal,Namibia,2,0,/matches/2016/09/03/africa/africa-cup-of-nations-qualification/senegal/namibia/2038156/,[],[]
Friendlies,Rwanda,Senegal,0,2,/matches/2016/05/28/world/friendlies/rwanda/senegal/2231288/,[],[]
Friendlies,Senegal,Mauritania,2,0,/matches/2017/05/11/world/friendlies/senegal/mauritania/2448368/,[],[]
Africa Cup of Nations Qualification,Senegal,Equatorial Guinea,3,0,/matches/2017/06/10/africa/africa-cup-of-nations-qualification/senegal/equatorial-guinea/2411898/,[],[]
African Nations Championship,Senegal,Sierra Leone,3,1,/matches/2017/07/22/africa/african-nations-championship/senegal/sierra-leone/2410360/,[],[]
African Nations Championship,Guinea,Senegal,5,0,/matches/2017/08/23/africa/african-nations-championship/guinea/senegal/2410410/,[],[]
WC Qualification South America,Colombia,Ecuador,3,1,/matches/2016/03/29/south-america/wc-qualifying-south-america/colombia/ecuador/2161448/,"[D. Ospina, C. Zapata, F. Díaz, O. Murillo, S. Arias, Juan Cuadrado, J. Rodríguez, E. Cardona, D. Torres, S. Pérez, C. Bacca]","[A. Domínguez, A. Valencia, G. Achilier, W. Ayoví, J. Paredes, F. Erazo, C. Noboa, P. Quiñónez, J. Montero, Á. Mena, E. Valencia]"
Copa America,United States,Colombia,0,2,/matches/2016/06/04/south-america/copa-america/united-states-of-america/colombia/2178753/,"[B. Guzan, G. Cameron, J. Brooks, D. Yedlin, J. Jones, M. Bradley, F. Johnson, A. Bedoya, C. Dempsey, B. Wood, G. Zardes]","[D. Ospina, C. Zapata, F. Díaz, S. Arias, J. Murillo, Juan Cuadrado, J. Rodríguez, E. Cardona, D. Torres, S. Pérez, C. Bacca]"
WC Qualification South America,Colombia,Venezuela,2,0,/matches/2016/09/01/south-america/wc-qualifying-south-america/colombia/venezuela/2161453/,"[D. Ospina, F. Díaz, O. Murillo, S. Medina, J. Murillo, M. Torres, C. Sánchez, J. Rodríguez, D. Torres, C. Bacca, L. Muriel]","[D. Hernández, O. Vizcarrondo, R. Rosales, R. Feltscher, W. Ángel, T. Rincón, A. Figuera, J. Añor, S. Rondón, J. Martínez, A. Peñaranda]"
Copa America,Colombia,Costa Rica,2,3,/matches/2016/06/12/south-america/copa-america/colombia/costa-rica/2178757/,"[R. Zapata, S. Medina, F. Fabra, F. Aguilar, Y. Mina, C. Sánchez, S. Pérez, G. Celis, D. Moreno, M. Moreno, R. Martínez]","[P. Pemberton, K. Waston, J. Acosta, J. Salvatierra, R. Matarrita, F. Calvo, R. Azofeifa, C. Borges, C. Bolaños, J. Venegas, B. Ruiz]"
Copa America,Colombia,Chile,0,2,/matches/2016/06/23/south-america/copa-america/colombia/chile/2178782/,"[D. Ospina, C. Zapata, S. Arias, J. Murillo, F. Fabra, C. Sánchez, Juan Cuadrado, J. Rodríguez, E. Cardona, D. Torres, R. Martínez]","[C. Bravo, G. Jara, M. Isla, G. Medel, J. Fuenzalida, F. Silva, C. Aránguiz, J. Beausejour, P. Hernández, A. Sánchez, E. Vargas]"
WC Qualification South America,Paraguay,Colombia,0,1,/matches/2016/10/07/south-america/wc-qualifying-south-america/paraguay/colombia/2161463/,"[D. Barreto, P. Da Silva, S. Candia, J. Moreira, G. Gómez, C. Riveros, R. Rojas, V. Ayala, Óscar Romero, D. Lezcano, Jorge Benítez]","[D. Ospina, F. Díaz, O. Murillo, S. Arias, Y. Mina, A. Aguilar, C. Sánchez, Juan Cuadrado, W. Barrios, C. Bacca, L. Muriel]"
WC Qualification South America,Colombia,Chile,0,0,/matches/2016/11/10/south-america/wc-qualifying-south-america/colombia/chile/2161473/,"[D. Ospina, F. Díaz, O. Murillo, S. Arias, Y. Mina, A. Aguilar, C. Sánchez, J. Rodríguez, E. Cardona, O. Berrío, M. Borja]","[C. Bravo, G. Jara, M. Isla, E. Mena, E. Roco, A. Vidal, M. Díaz, J. Fuenzalida, C. Aránguiz, J. Beausejour, E. Vargas]"
Friendlies,Brazil,Colombia,1,0,/matches/2017/01/26/world/friendlies/brazil/colombia/2389805/,"[Weverton, Fábio Santos, Pedro Geromel, Fágner, Rodrigo Caio, Robinho, Diego Souza, Lucas Lima, Willian Arão, Walace, Dudu]","[D. González, F. Díaz, D. Bocanegra, W. Tesillo, F. Aguilar, A. Aguilar, M. Torres, M. Uribe, T. Gutiérrez, J. Copete, M. Borja]"
WC Qualification South America,Ecuador,Colombia,0,2,/matches/2017/03/28/south-america/wc-qualifying-south-america/ecuador/colombia/2161490/,"[E. Dreer, A. Valencia, W. Ayoví, M. Pineida, L. Caicedo, A. Mina, M. Oyola, J. Orejuela, Á. Mena, F. Caicedo, E. Valencia]","[D. Ospina, C. Zapata, F. Díaz, S. Arias, Y. Mina, A. Aguilar, C. Sánchez, Juan Cuadrado, J. Rodríguez, E. Cardona, M. Borja]"
Friendlies,Cameroon,Colombia,0,4,/matches/2017/06/13/world/friendlies/cameroon/colombia/2430002/,"[A. Onana, A. Teikeu, L. Owona, J. Guihoata, J. Ngwem, G. Mandjeck, O. Boumale, A. Zambo Anguissa, B. Moukandjo, K. Toko Ekambi, R. Tambe]","[D. Ospina, C. Zapata, S. Arias, F. Fabra, Y. Mina, C. Sánchez, G. Moreno, Juan Cuadrado, J. Rodríguez, W. Barrios, M. Borja]"
WC Qualification South America,Colombia,Brazil,1,1,/matches/2017/09/05/south-america/wc-qualifying-south-america/colombia/brazil/2161498/,"[D. Ospina, C. Zapata, S. Arias, F. Fabra, D. Sánchez, A. Aguilar, C. Sánchez, Juan Cuadrado, J. Rodríguez, E. Cardona, R. Falcao]","[Alisson, Dani Alves, Filipe Luis, Thiago Silva, Marquinhos, Renato Augusto, Fernandinho, Paulinho, Willian, Neymar, Roberto Firmino]"
Friendlies,China PR,Colombia,0,4,/matches/2017/11/14/world/friendlies/china-pr/colombia/2652285/,"[Yan Junling, Feng Xiaoting, Zhang Linpeng, Jiang Zhipeng, Wang Shenchao, Zhao Xuri, Hao Junmin, Wu Lei, Wu Xi, Yu Dabao, Xiao Zhi]","[José Cuadrado, F. Fabra, Y. Mina, D. Sánchez, A. Aguilar, C. Sánchez, G. Moreno, J. Lerma, F. Pardo, D. Zapata, C. Bacca]"
WC Qualification South America,Bolivia,Colombia,2,3,/matches/2016/03/24/south-america/wc-qualifying-south-america/bolivia/colombia/2161446/,"[R. Quiñónez, R. Eguino, E. Zenteno, A. Morales, E. Saavedra, D. Lizio, A. Chumacero, R. Cardozo, D. Bejarano, J. Arce, R. Ramallo]","[D. Ospina, F. Díaz, O. Murillo, S. Medina, J. Murillo, Juan Cuadrado, J. Rodríguez, D. Torres, S. Pérez, G. Celis, C. Bacca]"
Friendlies,Colombia,Haiti,3,1,/matches/2016/05/29/world/friendlies/colombia/haiti/2225366/,"[D. Ospina, C. Zapata, F. Díaz, S. Arias, J. Murillo, Juan Cuadrado, D. Torres, S. Pérez, D. Moreno, C. Bacca, M. Moreno]","[J. Placide, J. Alcenat, K. Jaggy, R. Genevois, M. Jérôme, K. Lafrance, J. Marcelin, M. Hilaire, J. Louis, W. Guerrier, K. Belfort]"
Friendlies,Korea Republic,Colombia,2,1,/matches/2017/11/10/world/friendlies/korea-republic/colombia/2646282/,"[Kim Seung-Gyu, Choi Chul-Soon, Kim Jin-Su, Jang Hyun-Soo, Kwon Kyung-Won, Ki Sung-Yeung, Ko Yo-Han, Lee Jae-Sung II, Lee Keun-Ho, Son Heung-Min, Kwon Chang-Hoon]","[L. Castellanos, C. Zapata, S. Medina, W. Tesillo, D. Sánchez, A. Aguilar, G. Moreno, J. Rodríguez, M. Uribe, D. Zapata, A. Hurtado]"
Copa America,United States,Colombia,0,1,/matches/2016/06/26/south-america/copa-america/united-states-of-america/colombia/2178783/,"[T. Howard, G. Cameron, M. Orozco, M. Besler, D. Yedlin, J. Jones, M. Bradley, A. Bedoya, C. Dempsey, B. Wood, G. Zardes]","[D. Ospina, C. Zapata, S. Arias, J. Murillo, F. Fabra, Juan Cuadrado, J. Rodríguez, E. Cardona, D. Torres, G. Celis, C. Bacca]"
WC Qualification South America,Brazil,Colombia,2,1,/matches/2016/09/07/south-america/wc-qualifying-south-america/brazil/colombia/2161459/,"[Alisson, João Miranda, Dani Alves, Marcelo, Marquinhos, Renato Augusto, Paulinho, Casemiro, Willian, Neymar, Gabriel Jesus]","[D. Ospina, F. Díaz, O. Murillo, S. Medina, J. Murillo, M. Torres, C. Sánchez, J. Rodríguez, W. Barrios, C. Bacca, L. Muriel]"
Copa America,Colombia,Paraguay,2,1,/matches/2016/06/08/south-america/copa-america/colombia/paraguay/2178756/,"[D. Ospina, C. Zapata, F. Díaz, S. Arias, J. Murillo, Juan Cuadrado, J. Rodríguez, E. Cardona, D. Torres, S. Pérez, C. Bacca]","[J. Villar, P. Da Silva, M. Samudio, G. Gómez, B. Valdez, C. Ortiz, R. Piris, Óscar Romero, M. Almirón, E. Benítez, D. Lezcano]"
WC Qualification South America,Colombia,Bolivia,1,0,/matches/2017/03/23/south-america/wc-qualifying-south-america/colombia/bolivia/2161483/,"[D. Ospina, C. Zapata, P. Armero, Y. Mina, M. Torres, C. Sánchez, Juan Cuadrado, J. Rodríguez, M. Uribe, C. Bacca, L. Muriel]","[C. Lampe, R. Raldes, C. Coimbra, José Sagredo, M. Cuellar, O. Morales, A. Melean, L. Justiniano, J. Aponte, D. Bejarano, M. Martins]"
WC Qualification South America,Venezuela,Colombia,0,0,/matches/2017/08/31/south-america/wc-qualifying-south-america/venezuela/colombia/2161495/,"[W. Fariñez, R. Feltscher, V. García, J. Chancellor, M. Villanueva, T. Rincón, Y. Herrera, S. Rondón, J. Martínez, D. Machís, S. Córdova]","[D. Ospina, C. Zapata, O. Murillo, S. Arias, F. Fabra, C. Sánchez, Juan Cuadrado, E. Cardona, W. Barrios, R. Falcao, Y. Chará]"
WC Qualification South America,Colombia,Paraguay,1,2,/matches/2017/10/06/south-america/wc-qualifying-south-america/colombia/paraguay/2161503/,"[D. Ospina, C. Zapata, S. Arias, F. Fabra, D. Sánchez, A. Aguilar, C. Sánchez, Juan Cuadrado, J. Rodríguez, E. Cardona, R. Falcao]","[A. Silva, M. Samudio, J. Moreira, G. Gómez, B. Valdez, F. Balbuena, V. Cáceres, R. Ortiz, D. González, Óscar Romero, Á. Romero]"
WC Qualification Asia,Japan,Afghanistan,5,0,/matches/2016/03/24/asia/wc-qualifying-asia/japan/afghanistan/2028685/,"[M. Higashiguchi, M. Morishige, M. Yoshida, Y. Nagatomo, H. Sakai, M. Hasebe, Y. Kashiwagi, M. Kanazaki, H. Kiyotake, G. Haraguchi, S. Okazaki]","[Ovays Azizi, Hassan Amin, Sayed Hashimi, Mohammad Sharif, Zubayr Amiri, Modjieb Jamali, Faysal Shayesteh, Kanischka Taher, Masih Saighani, Mustafa Hadid, Mohamed Joseph Shirdel]"
Kirin Cup,Japan,Bulgaria,7,2,/matches/2016/06/03/world/kirin-cup/japan/bulgaria/2229641/,"[E. Kawashima, M. Morishige, M. Yoshida, Y. Nagatomo, H. Sakai, M. Hasebe, Y. Kashiwagi, S. Kagawa, H. Kiyotake, S. Okazaki, Y. Kobayashi]","[B. Mitrev, Z. Milanov, A. Aleksandrov, S. Popov, G. Terziev, I. Popov, S. Dyakov, M. Aleksandrov, I. Chochev, D. Rangelov, Marcelinho]"
Friendlies,Japan,Oman,4,0,/matches/2016/11/11/world/friendlies/japan/oman/2273086/,"[S. Nishikawa, M. Yoshida, H. Sakai, G. Sakai, Y. Maruyama, K. Honda, H. Kiyotake, M. Saito, H. Yamaguchi, R. Nagaki, Y. Ōsako]","[Faiyz Al Rashidi, Mohammed Al Sheiba, Abdul Sallam Amur, Ali Salim Al Nahar, Nadir Bait Mabrook, Mohammed Al Rawahi, Harib Al Saadi, Raed Ibrahim Saleh, Yaseen Al Sheyadi, Saud Al Farsi, Said Salim]"
WC Qualification Asia,Japan,UAE,1,2,/matches/2016/09/01/asia/wc-qualifying-asia/japan/united-arab-emirates/2228541/,"[S. Nishikawa, M. Morishige, M. Yoshida, H. Sakai, G. Sakai, M. Hasebe, K. Honda, S. Kagawa, H. Kiyotake, R. Oshima, S. Okazaki]","[Khalid Essa, Mohamed Ahmad, Mohanad Salem, Ismail Ahmed, Abdulaziz Sanqour, Ismaeel Al Hamadi, Omar Abdulrahman, Amer Abdulrahman, Khamis Esmail, Ahmed Khalil, Ali Ahmed Mabkhout]"
WC Qualification Asia,Japan,Iraq,2,1,/matches/2016/10/06/asia/wc-qualifying-asia/japan/iraq/2228548/,"[S. Nishikawa, M. Morishige, M. Yoshida, H. Sakai, G. Sakai, M. Hasebe, Y. Kashiwagi, K. Honda, H. Kiyotake, G. Haraguchi, S. Okazaki]","[Mohammed Hameed, Ahmad Ibrahim Khalaf, Dhurgham Ismail, Saad Natiq, Ali Adnan, Waleed Salim, Ahmed Yasin, Saad Abdulameer, Amjad Attwan, Ala'a Abdul Zahra, Mohannad Abdulraheem]"
WC Qualification Asia,UAE,Japan,0,2,/matches/2017/03/23/asia/wc-qualifying-asia/united-arab-emirates/japan/2228556/,"[Khalid Essa, Abdelaziz Husain, Mohanad Salem, Hamdan Al Kamali, Abdulaziz Sanqour, Ismaeel Al Hamadi, Omar Abdulrahman, Khamis Esmail, Ahmed Barman, Ismaeil Matar, Ali Ahmed Mabkhout]","[E. Kawashima, M. Morishige, M. Yoshida, Y. Nagatomo, H. Sakai, Y. Konno, S. Kagawa, G. Haraguchi, H. Yamaguchi, Y. Ōsako, Y. Kubo]"
